timestamp,approach,turn,length_ft,speed_mph,phase,light,seconds_of_light_state,seconds_since_green,recent_free_flow_speed_mph,calibration_free_flow_speed_mph,include_in_approach_data,zone_id
20210213T141213.7,E,S,12,19,2,G,274.94,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141224.1,E,S,13,16,2,G,285.36,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141243.7,E,S,13,33,2,G,304.79,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141254.2,E,S,15,26,2,G,315.31,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141259.9,E,S,14,23,2,G,320.93,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141303.6,E,S,12,22,2,G,324.67,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141324.7,E,S,13,20,2,G,345.66,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141327.2,E,S,11,30,2,G,348.08,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141330.0,E,S,11,25,2,G,350.88,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141347.4,E,S,14,30,2,G,368.20,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141409.0,E,S,11,28,2,G,389.68,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141417.1,E,S,11,19,2,G,397.73,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141421.6,E,S,12,27,2,G,402.25,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141441.0,E,S,12,31,2,G,421.52,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141502.3,E,S,20,17,2,G,442.77,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141500.5,E,S,12,26,2,G,440.94,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141510.3,E,S,16,21,2,Y,2.63,2.63,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141544.4,E,S,11,10,2,G,6.82,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141542.2,E,S,11,2,2,G,4.59,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141549.6,E,S,13,8,2,G,12.01,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141546.9,E,S,11,11,2,G,9.29,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141552.2,E,S,11,10,2,G,14.57,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141556.0,E,S,6,7,2,G,18.35,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141557.6,E,S,13,9,2,G,19.94,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141559.8,E,S,11,15,2,G,22.19,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141621.8,E,S,11,16,2,G,44.05,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141626.2,E,S,13,27,2,G,48.42,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141702.4,E,S,11,3,2,G,4.88,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141723.1,E,S,14,18,2,G,25.40,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141727.3,E,S,14,22,2,G,29.57,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141729.9,E,S,13,25,2,G,32.19,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141733.2,E,S,17,26,2,G,35.47,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141737.9,E,S,13,27,2,G,40.20,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141737.6,E,S,6,14,2,G,39.82,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141740.7,E,S,12,23,2,G,42.98,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141816.6,E,S,12,4,2,G,4.06,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141830.4,E,S,11,25,2,G,17.89,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141845.4,E,S,13,27,2,G,32.76,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141906.2,E,S,12,27,2,G,53.49,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141951.8,E,S,11,28,2,G,18.02,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T141954.9,E,S,14,24,2,G,21.03,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142000.1,E,S,11,19,2,G,26.28,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142028.8,E,S,14,32,2,Y,1.30,1.30,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142104.0,E,S,13,9,2,G,6.55,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142101.3,E,S,14,1,2,G,3.79,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142109.4,E,S,17,11,2,G,11.85,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142106.3,E,S,11,11,2,G,8.79,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142121.4,E,S,6,23,2,G,23.81,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142221.7,E,S,11,1,2,G,4.22,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142225.3,E,S,11,16,2,G,7.76,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142232.6,E,S,12,28,2,G,15.06,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142256.7,E,S,12,20,2,G,39.00,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142259.6,E,S,12,23,2,G,41.95,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142302.4,E,S,13,13,2,G,44.69,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142303.8,E,S,16,22,2,G,46.09,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142306.3,E,S,11,19,2,G,48.61,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142309.7,E,S,11,23,2,Y,2.05,2.05,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142342.7,E,S,15,11,2,G,10.19,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142342.9,E,S,12,31,2,G,10.44,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142335.9,E,S,13,2,2,G,3.51,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142344.2,E,S,13,28,2,G,11.75,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142407.0,E,S,11,25,2,G,34.39,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142408.4,E,S,11,26,2,G,35.81,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142415.1,E,S,11,30,2,G,42.49,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142426.7,E,S,18,23,2,G,53.99,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142429.2,E,S,11,20,2,G,56.54,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142530.9,E,S,13,32,2,G,117.85,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142530.2,E,S,11,19,2,G,117.18,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142540.8,E,S,17,19,2,G,127.74,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142616.2,E,S,11,0,2,G,3.68,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142638.8,E,S,11,6,2,G,26.25,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142649.7,E,S,11,22,2,G,37.07,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142702.8,E,S,11,15,2,G,50.10,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142704.6,E,S,6,18,2,G,51.88,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142659.3,E,S,13,24,2,G,46.65,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142703.8,E,S,11,28,2,G,51.08,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142705.2,E,S,13,27,2,G,52.47,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142809.5,E,S,14,20,2,G,116.44,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142812.8,E,S,13,27,2,G,119.76,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142815.9,E,S,13,22,2,G,122.84,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142818.2,E,S,14,21,2,G,125.17,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142820.5,E,S,13,20,2,G,127.47,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142826.7,E,S,16,15,2,G,133.63,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142859.2,E,S,12,6,2,G,6.69,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142856.2,E,S,12,2,2,G,3.70,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142916.2,E,S,11,17,2,G,23.63,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142916.7,E,S,11,30,2,G,24.16,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142920.5,E,S,15,34,2,G,27.95,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142923.6,E,S,17,19,2,G,31.06,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142928.1,E,S,13,24,2,G,35.48,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142931.0,E,S,12,26,2,G,38.39,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142934.0,E,S,13,36,2,G,41.40,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142937.2,E,S,11,21,2,G,44.58,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142937.2,E,S,11,30,2,G,44.58,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142944.5,E,S,22,20,2,G,51.83,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T142948.4,E,S,11,18,2,G,55.66,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143045.5,E,S,11,40,2,G,112.52,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143034.4,E,S,11,19,2,G,101.48,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143037.4,E,S,13,19,2,G,104.43,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143042.3,E,S,11,23,2,G,109.32,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143040.2,E,S,14,17,2,G,107.26,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143045.7,E,S,11,27,2,G,112.75,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143054.3,E,S,12,26,2,G,121.23,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143150.4,E,S,14,21,2,G,12.73,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143152.1,E,S,11,27,2,G,14.44,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143157.9,E,S,17,38,2,G,20.26,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143213.1,E,S,11,27,2,G,35.36,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143218.1,E,S,11,21,2,G,40.35,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143256.8,E,S,15,5,2,G,4.37,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143323.1,E,S,11,18,2,G,30.53,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143318.6,E,S,13,18,2,G,26.04,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143324.1,E,S,16,23,2,G,31.55,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143336.1,E,S,14,25,2,G,43.46,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143345.5,E,S,11,20,2,G,52.80,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143349.9,E,S,16,27,2,G,57.16,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143349.2,E,L,11,18,2,G,56.52,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143430.2,E,S,14,26,2,G,97.33,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143435.5,E,S,15,23,2,G,102.54,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143445.7,E,S,11,26,2,G,112.69,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143443.0,E,S,13,25,2,G,110.04,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143446.5,E,S,12,29,2,G,113.47,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143557.8,E,S,11,24,2,G,25.26,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143559.7,E,S,11,25,2,G,27.13,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143609.8,E,S,6,19,2,G,37.20,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143607.3,E,S,11,18,2,G,34.67,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143610.3,E,S,11,26,2,G,37.72,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143613.5,E,S,22,24,2,G,40.92,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143627.0,E,S,11,15,2,G,54.31,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143631.2,E,S,11,15,2,G,58.48,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143628.7,E,S,16,10,2,G,55.96,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143638.4,E,S,11,16,2,G,65.60,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143639.0,E,S,17,28,2,G,66.26,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143715.9,E,S,11,28,2,G,102.99,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143720.8,E,S,13,23,2,G,107.84,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143727.3,E,S,11,27,2,G,114.32,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143738.0,E,S,11,18,2,G,124.97,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143744.3,E,S,14,27,2,G,131.21,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143746.5,E,S,13,22,2,G,133.40,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143740.7,E,S,15,22,2,G,127.63,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143840.4,E,S,11,24,2,G,27.82,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143841.0,E,S,19,31,2,G,28.41,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143845.0,E,S,12,20,2,G,32.35,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143847.5,E,S,13,23,2,G,34.87,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143849.3,E,S,12,20,2,G,36.70,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143852.0,E,S,11,18,2,G,39.41,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143859.0,E,S,11,20,2,G,46.36,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143930.0,E,R,6,8,2,R,19.43,22.32,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T143946.6,E,S,11,17,2,G,13.01,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144056.3,E,S,13,5,2,G,3.82,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144100.2,E,S,14,6,2,G,7.72,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144105.3,E,S,11,32,2,G,12.73,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144110.2,E,S,11,17,2,G,17.67,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144103.0,E,S,11,8,2,G,10.51,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144108.6,E,S,13,15,2,G,16.08,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144111.1,E,S,15,21,2,G,18.51,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144106.0,E,S,16,7,2,G,13.48,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144112.0,E,S,15,14,2,G,19.38,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144114.0,E,S,13,16,2,G,21.42,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144116.6,E,S,13,18,2,G,24.05,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144133.8,E,S,12,17,2,G,41.12,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144136.1,E,L,11,16,2,G,43.44,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144136.6,E,S,14,23,2,G,43.87,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144138.4,E,S,13,20,2,G,45.69,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144218.6,E,S,11,1,2,G,6.08,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144221.4,E,S,11,6,2,G,8.91,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144224.6,E,S,14,14,2,G,12.04,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144226.5,E,S,11,11,2,G,13.95,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144232.5,E,S,14,20,2,G,19.97,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144302.5,E,S,11,23,2,G,49.86,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144305.5,E,S,11,20,2,G,52.79,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144309.6,E,S,11,20,2,G,56.93,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144311.1,E,S,11,20,2,G,58.39,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144313.6,E,S,11,18,2,G,60.86,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144339.8,E,S,11,18,2,G,86.94,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144402.9,E,S,12,25,2,G,109.92,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144409.3,E,S,17,29,2,G,116.32,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144413.1,E,S,12,28,2,G,120.04,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144417.0,E,S,14,33,2,G,123.96,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144419.4,E,S,12,23,2,G,126.38,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144425.5,E,S,12,26,2,G,132.43,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144456.9,E,S,6,1,2,G,3.98,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144501.4,E,S,12,13,2,G,8.48,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144528.6,E,S,11,20,2,G,35.61,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144533.4,E,S,11,20,2,G,40.37,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144532.2,E,S,15,27,2,G,39.12,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144548.6,E,S,13,20,2,Y,1.10,1.10,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144621.7,E,S,11,5,2,G,4.21,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144633.4,E,S,13,15,2,G,15.93,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144635.2,E,S,13,25,2,G,17.68,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144656.9,E,S,19,13,2,G,39.31,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144658.6,E,S,16,17,2,G,40.96,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144701.3,E,S,14,18,2,G,43.64,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144703.2,E,S,12,16,2,G,45.61,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144740.7,E,S,11,1,2,G,3.58,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144746.2,E,S,14,16,2,G,9.01,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144753.8,E,S,11,21,2,G,16.58,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144755.6,E,S,13,21,2,G,18.39,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144757.2,E,S,12,20,2,G,20.01,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144805.3,E,S,11,31,2,G,27.99,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144814.4,E,S,11,21,2,G,37.10,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144816.5,E,S,12,22,2,G,39.16,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144908.2,E,R,11,8,2,G,90.69,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144910.9,E,S,11,20,2,G,93.33,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144913.3,E,S,14,19,2,G,95.74,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144929.2,E,S,14,21,2,G,111.51,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144927.8,E,S,11,23,2,G,110.15,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144938.3,E,S,13,22,2,G,120.56,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144935.9,E,S,11,23,2,G,118.23,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144941.0,E,S,11,24,2,G,123.24,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T144942.3,E,S,19,21,2,G,124.56,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145017.2,E,S,16,7,2,G,4.68,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145021.9,E,S,13,11,2,G,9.43,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145024.2,E,S,11,12,2,G,11.72,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145039.3,E,S,14,31,2,G,26.74,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145041.3,E,S,11,21,2,G,28.70,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145046.1,E,S,12,24,2,G,33.47,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145101.1,E,S,14,24,2,G,48.46,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145102.7,E,S,12,24,2,G,50.00,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145107.5,E,S,13,23,2,G,54.73,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145109.3,E,S,11,23,2,G,56.58,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145110.7,E,S,13,22,2,Y,1.37,1.37,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145213.7,E,S,11,25,2,G,39.31,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145219.1,E,S,11,20,2,G,44.66,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145217.1,E,S,12,25,2,G,42.73,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145220.4,E,S,11,22,2,G,45.92,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145222.4,E,S,14,25,2,G,47.97,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145300.7,E,S,14,7,2,G,8.15,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145303.6,E,S,19,11,2,G,11.00,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145305.6,E,S,13,14,2,G,13.09,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145308.2,E,S,15,15,2,G,15.59,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145317.7,E,S,11,17,2,G,25.10,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145318.3,E,S,15,23,2,G,25.67,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145348.5,E,S,11,13,2,Y,0.87,0.87,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145351.3,E,S,13,20,2,R,0.75,3.74,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145349.7,E,S,11,21,2,Y,2.09,2.09,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
