timestamp,approach,turn,length_ft,speed_mph,phase,light,seconds_of_light_state,seconds_since_green,recent_free_flow_speed_mph,calibration_free_flow_speed_mph,include_in_approach_data,zone_id
20210213T145418.7,E,S,11,8,2,G,6.19,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145416.4,E,S,11,0,2,G,3.86,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145447.7,E,S,16,28,2,G,35.03,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145451.3,E,S,16,35,2,G,38.59,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145454.1,E,S,13,20,2,G,41.44,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145457.9,E,S,11,24,2,G,45.13,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145459.6,E,S,11,24,2,G,46.83,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145501.5,E,S,11,23,2,G,48.76,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145503.6,E,S,11,20,2,G,50.90,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145508.3,E,S,11,26,2,G,55.55,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145510.3,E,S,13,22,2,G,57.50,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145546.9,E,S,6,18,2,G,11.16,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145547.4,E,S,11,23,2,G,11.61,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145607.5,E,S,11,18,2,G,31.71,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145615.2,E,S,11,17,2,G,39.32,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145628.7,E,S,11,22,2,G,52.76,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145635.7,E,S,11,21,2,G,59.74,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145641.8,E,S,11,29,2,G,65.78,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145650.1,E,S,12,18,2,G,74.11,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145716.0,E,S,13,21,2,G,99.84,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145723.4,E,S,11,20,2,G,107.24,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145725.3,E,S,12,27,2,G,109.17,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145733.9,E,S,11,23,2,G,117.71,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145738.7,E,S,11,16,2,G,122.48,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145739.2,E,S,18,27,2,G,122.92,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145742.4,E,S,11,28,2,G,126.12,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145804.3,E,S,11,24,2,G,147.91,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145828.6,E,S,13,21,2,G,172.12,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145835.5,E,S,12,26,2,G,178.99,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145846.8,E,S,11,27,2,G,190.22,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145910.7,E,S,18,17,2,R,0.22,3.19,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145942.7,E,S,11,14,2,G,7.69,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145939.0,E,S,11,2,2,G,4.02,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145947.2,E,S,11,9,2,G,12.15,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145950.6,E,S,11,12,2,G,15.53,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145949.3,E,S,11,14,2,G,14.21,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T145954.4,E,S,11,17,2,G,19.33,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150003.3,E,S,16,11,2,G,28.18,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150007.0,E,S,17,22,2,G,31.87,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150029.2,E,S,11,17,2,Y,1.68,1.68,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150020.2,E,S,12,14,2,G,45.02,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150029.7,E,S,17,32,2,Y,2.24,2.24,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150100.8,E,S,11,4,2,G,3.18,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150131.3,E,S,14,26,2,G,33.59,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150143.1,E,S,12,22,2,G,45.31,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150146.2,E,S,11,35,2,G,48.39,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150215.8,E,S,12,0,2,G,3.28,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150221.5,E,S,11,16,2,G,9.02,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150258.5,E,S,11,26,2,G,45.83,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150300.5,E,S,14,32,2,G,47.80,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150308.2,E,S,12,24,2,G,55.52,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150303.9,E,S,12,27,2,G,51.15,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150310.9,E,S,17,25,2,G,58.12,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150324.5,E,S,18,18,2,G,71.76,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150336.3,E,S,11,11,2,G,83.42,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150404.6,E,S,11,7,2,G,111.59,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150418.8,E,S,11,11,2,G,125.76,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150525.2,E,S,11,22,2,G,32.55,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150532.9,E,S,11,24,2,G,40.19,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150543.9,E,S,14,12,2,G,51.14,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150616.1,E,S,11,1,2,G,3.66,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150632.3,E,S,14,35,2,G,19.73,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150647.1,E,S,14,20,2,G,34.52,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150654.8,E,S,11,27,2,G,42.13,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150809.8,E,S,11,23,2,G,37.01,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150814.4,E,S,12,26,2,G,41.68,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150816.3,E,S,12,20,2,G,43.56,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150846.8,E,S,17,22,2,G,73.88,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150851.9,E,S,6,20,2,G,78.98,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150849.5,E,S,11,26,2,G,76.56,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150936.4,E,S,14,16,2,G,123.21,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150938.0,E,S,13,23,2,G,124.79,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150940.8,E,S,11,21,2,G,127.63,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150943.3,E,S,14,21,2,G,130.08,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T150945.1,E,S,13,20,2,G,131.92,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151017.0,E,S,12,8,2,G,4.60,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151045.1,E,S,6,14,2,G,32.51,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151043.0,E,S,16,28,2,G,30.42,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151042.4,E,S,11,16,2,G,29.87,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151058.3,E,S,11,21,2,G,45.66,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151140.9,E,S,11,7,2,G,3.26,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151144.9,E,S,11,11,2,G,7.15,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151204.7,E,S,13,26,2,G,26.92,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151257.5,E,S,12,19,2,G,4.99,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151310.0,E,S,13,17,2,G,17.40,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151307.9,E,S,11,19,2,G,15.39,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151302.8,E,S,12,19,2,G,10.24,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151305.0,E,S,14,17,2,G,12.42,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151318.7,E,S,12,26,2,G,26.10,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151420.6,E,S,11,15,2,G,8.01,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151425.3,E,S,11,16,2,G,12.67,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151423.3,E,S,12,8,2,G,10.66,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151421.0,E,S,12,13,2,G,8.39,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151428.4,E,S,13,16,2,G,15.75,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151455.1,E,S,6,18,2,G,42.29,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151455.5,E,S,13,32,2,G,42.73,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151457.0,E,S,15,33,2,G,44.24,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151541.7,E,S,15,0,2,G,9.13,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151546.4,E,S,14,13,2,G,13.89,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151550.9,E,S,12,14,2,G,18.33,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151553.6,E,S,12,19,2,G,20.99,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151544.7,E,S,11,8,2,G,12.17,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151556.2,E,S,11,13,2,G,23.59,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151558.8,E,S,11,8,2,G,26.17,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151607.8,E,S,11,28,2,G,35.15,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151611.0,E,S,16,20,2,G,38.34,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151614.0,E,S,13,22,2,G,41.31,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151619.4,E,S,16,24,2,G,46.67,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151701.0,E,S,18,0,2,G,6.15,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151705.7,E,S,11,12,2,G,10.78,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151703.5,E,S,13,11,2,G,8.65,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151708.1,E,S,13,9,2,G,13.18,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151713.8,E,S,11,20,2,G,18.83,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151711.6,E,S,14,13,2,G,16.68,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151719.4,E,S,11,14,2,G,24.48,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151717.0,E,S,11,15,2,G,22.05,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151739.6,E,S,13,28,2,G,44.55,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151744.9,E,S,12,21,2,G,49.88,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151818.2,E,S,11,3,2,G,5.70,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151820.7,E,S,13,3,2,G,8.10,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151822.9,E,S,11,5,2,G,10.29,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151858.5,E,S,13,27,2,G,45.70,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151908.1,E,S,11,21,2,Y,0.62,0.62,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151905.5,E,S,11,23,2,G,52.73,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151908.8,E,S,11,26,2,Y,1.28,1.28,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151937.3,E,S,11,7,2,G,4.80,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151938.9,E,S,13,10,2,G,6.42,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151943.9,E,S,14,18,2,G,11.38,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151950.0,E,S,11,18,2,G,17.46,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151947.5,E,S,11,19,2,G,14.96,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T151950.9,E,S,13,25,2,G,18.33,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152103.0,E,S,11,24,2,G,90.05,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152101.0,E,S,15,27,2,G,88.12,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152104.2,E,S,19,24,2,G,91.31,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152103.7,E,S,11,28,2,G,90.75,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152124.8,E,S,11,21,2,G,111.74,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152217.4,E,S,11,1,2,G,4.38,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152219.2,E,S,13,11,2,G,6.17,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152222.1,E,S,11,11,2,G,9.10,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152230.7,E,S,12,20,2,G,17.69,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152232.9,E,S,11,17,2,G,19.86,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152237.6,E,S,21,21,2,G,24.52,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152234.5,E,S,12,21,2,G,21.42,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152341.7,E,S,11,2,2,G,4.20,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152344.5,E,S,14,8,2,G,7.03,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152346.7,E,S,11,13,2,G,9.19,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152349.5,E,S,13,15,2,G,11.98,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152418.0,E,S,11,30,2,G,40.41,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152414.1,E,S,17,31,2,G,36.46,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152416.5,E,S,16,20,2,G,38.86,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152418.6,E,S,16,35,2,G,40.96,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152424.3,E,S,15,20,2,G,46.60,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152428.3,E,S,11,17,2,Y,0.89,0.89,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152501.4,E,S,11,27,2,G,8.84,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152515.4,E,S,11,6,2,G,22.70,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152520.5,E,S,12,19,2,G,27.88,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152525.5,E,S,11,26,2,G,32.75,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152542.5,E,S,15,19,2,G,49.74,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152544.8,E,S,12,24,2,G,52.03,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152608.8,E,S,11,9,2,G,75.86,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152624.1,E,S,12,26,2,G,91.10,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152645.3,E,S,13,24,2,G,112.23,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152647.0,E,S,11,25,2,G,113.84,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152649.6,E,S,11,19,2,G,116.46,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152656.1,E,S,11,23,2,G,122.93,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152657.7,E,S,11,20,2,G,124.58,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152708.3,E,S,11,23,2,Y,0.82,0.82,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152741.0,E,S,11,9,2,G,3.48,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152744.5,E,S,14,6,2,G,6.98,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152757.2,E,S,11,18,2,G,19.64,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152754.3,E,S,11,26,2,G,16.70,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152806.2,E,S,13,24,2,G,28.63,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152803.8,E,S,13,20,2,G,26.23,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152759.7,E,S,11,18,2,G,22.09,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152758.0,E,S,11,22,2,G,20.42,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152808.7,E,S,13,20,2,G,31.12,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152816.5,E,S,11,12,2,G,38.89,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152817.6,E,S,14,23,2,G,39.92,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152821.3,E,S,15,24,2,G,43.59,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152855.8,E,S,14,6,2,G,3.28,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152858.9,E,S,12,14,2,G,6.36,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152910.3,E,S,13,27,2,G,17.74,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152909.7,E,S,11,19,2,G,17.10,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152918.2,E,S,14,23,2,G,25.55,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152927.3,E,S,11,23,2,G,34.62,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152932.7,E,S,13,17,2,G,40.03,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T152930.8,E,S,22,21,2,G,38.14,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153017.0,E,S,12,47,2,G,84.05,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153040.7,E,S,6,13,2,G,107.65,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153043.7,E,S,6,15,2,G,110.68,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153041.0,E,S,11,26,2,G,107.93,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153044.0,E,S,11,28,2,G,110.97,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153051.9,E,S,14,25,2,G,118.85,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153058.8,E,S,11,22,2,G,125.70,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153100.7,E,S,11,33,2,G,127.58,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153142.2,E,S,13,6,2,G,4.65,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153148.2,E,S,14,20,2,G,10.58,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153158.6,E,S,11,24,2,G,20.99,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153150.7,E,S,11,17,2,G,13.11,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153159.4,E,S,14,27,2,G,21.76,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153209.1,E,S,11,20,2,G,31.38,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153217.8,E,S,11,21,2,G,40.06,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153251.1,E,S,11,25,2,R,20.57,23.52,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153315.5,E,S,11,21,2,G,22.94,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153344.7,E,S,11,19,2,G,51.95,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153409.6,E,S,19,23,2,G,76.77,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153535.7,E,S,12,16,2,G,3.15,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153539.0,E,S,11,22,2,G,6.47,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153541.8,E,S,14,20,2,G,9.23,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153545.3,E,S,13,11,2,G,12.74,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153557.5,E,S,11,18,2,G,24.86,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153558.2,E,S,11,22,2,G,25.56,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153608.2,E,S,13,18,2,G,35.59,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153614.1,E,S,13,18,2,G,41.37,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153627.4,E,S,11,23,2,G,54.70,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153657.8,E,S,11,3,2,G,4.22,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153708.0,E,S,12,25,2,G,14.46,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153714.4,E,R,11,13,2,G,20.76,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153728.4,E,S,11,26,2,G,34.77,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153731.8,E,S,13,21,2,G,38.17,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153815.8,E,S,11,4,2,G,3.28,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153834.8,E,S,12,16,2,G,22.19,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153842.8,E,S,11,22,2,G,30.16,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153843.6,E,S,11,26,2,G,30.94,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153850.2,E,S,14,30,2,G,37.50,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153944.1,E,S,6,10,2,G,11.51,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153938.8,E,S,11,4,2,G,6.23,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153941.5,E,S,11,12,2,G,8.97,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153946.8,E,S,13,19,2,G,14.23,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153944.8,E,S,11,20,2,G,12.21,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T153959.2,E,S,11,26,2,G,26.60,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T154012.0,E,S,11,11,2,G,39.38,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T154007.0,E,S,11,32,2,G,34.41,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T154012.6,E,S,14,34,2,G,39.92,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T154016.4,E,S,11,25,2,G,43.70,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
